지점,지점명,일시,월합강수량(00~24h만)(mm)
278,의성,2021-03,100.4
278,의성,2021-04,72.4
278,의성,2021-05,121.2
278,의성,2021-06,62.6
278,의성,2021-07,134.5
278,의성,2021-08,220.9
278,의성,2021-09,125.9
278,의성,2021-10,54.2
278,의성,2021-11,46.3
278,의성,2021-12,.1
278,의성,2022-01,.5
278,의성,2022-02,.3
278,의성,2022-03,51.5
278,의성,2022-04,34
278,의성,2022-05,5.4
278,의성,2022-06,73.5
278,의성,2022-07,109.5
278,의성,2022-08,203.3
278,의성,2022-09,38.3
278,의성,2022-10,35.2
278,의성,2022-11,58
278,의성,2022-12,5.6
278,의성,2023-01,19.6
278,의성,2023-02,4.4
278,의성,2023-03,35.3
278,의성,2023-04,40.4
279,구미,1973-01,83.9
279,구미,1973-02,16.9
279,구미,1973-03,5.4
279,구미,1973-04,103.6
279,구미,1973-05,93.8
279,구미,1973-06,43.6
279,구미,1973-07,58.4
279,구미,1973-08,140.4
279,구미,1973-09,193.7
279,구미,1973-10,84.7
279,구미,1973-11,22
279,구미,1973-12,3.8
279,구미,1974-01,14.7
279,구미,1974-02,26.9
279,구미,1974-03,33.8
279,구미,1974-04,137.9
279,구미,1974-05,129.9
279,구미,1974-06,79.3
279,구미,1974-07,413.4
279,구미,1974-08,74.8
279,구미,1974-09,38.3
279,구미,1974-10,53.6
279,구미,1974-11,13.3
279,구미,1974-12,34.7
279,구미,1975-01,9.9
279,구미,1975-02,11.7
279,구미,1975-03,57.3
279,구미,1975-04,126.3
279,구미,1975-05,95.7
279,구미,1975-06,90.3
279,구미,1975-07,435.7
279,구미,1975-08,64.6
279,구미,1975-09,175.5
279,구미,1975-10,54.7
279,구미,1975-11,50.5
279,구미,1975-12,29.7
279,구미,1976-01,.3
279,구미,1976-02,89.2
279,구미,1976-03,30.8
279,구미,1976-04,58.4
279,구미,1976-05,33
279,구미,1976-06,103.5
279,구미,1976-07,70.9
279,구미,1976-08,307.5
279,구미,1976-09,31.4
279,구미,1976-10,45.9
279,구미,1976-11,19
279,구미,1976-12,28.6
279,구미,1977-01,.1
279,구미,1977-02,0
279,구미,1977-03,45.6
279,구미,1977-04,163.5
279,구미,1977-05,28.7
279,구미,1977-06,67
279,구미,1977-07,58.9
279,구미,1977-08,144.1
279,구미,1977-09,127.5
279,구미,1977-10,24
279,구미,1977-11,88.6
279,구미,1977-12,25.7
279,구미,1978-01,4.3
279,구미,1978-02,35.2
279,구미,1978-03,34.2
279,구미,1978-04,48.3
279,구미,1978-05,11.9
279,구미,1978-06,252.8
279,구미,1978-07,193.2
279,구미,1978-08,252.7
279,구미,1978-09,40.5
279,구미,1978-10,76.8
279,구미,1978-11,19.7
279,구미,1978-12,7.4
279,구미,1979-01,12.1
279,구미,1979-02,53.5
279,구미,1979-03,76.6
279,구미,1979-04,63
279,구미,1979-05,95.4
279,구미,1979-06,174.3
279,구미,1979-07,95.9
279,구미,1979-08,228.1
279,구미,1979-09,133.7
279,구미,1979-10,2.4
279,구미,1979-11,10.8
279,구미,1979-12,18.1
279,구미,1980-01,19.6
279,구미,1980-02,7.3
279,구미,1980-03,42
279,구미,1980-04,128.7
279,구미,1980-05,90.3
279,구미,1980-06,159.2
279,구미,1980-07,238
279,구미,1980-08,238.2
279,구미,1980-09,83.6
279,구미,1980-10,73.4
279,구미,1980-11,38.3
279,구미,1980-12,14
279,구미,1981-01,11.2
279,구미,1981-02,25.3
279,구미,1981-03,24.8
279,구미,1981-04,33.7
279,구미,1981-05,17.6
279,구미,1981-06,143.3
279,구미,1981-07,182
279,구미,1981-08,173.8
279,구미,1981-09,161.1
279,구미,1981-10,15.6
279,구미,1981-11,22.4
279,구미,1981-12,9.5
279,구미,1982-01,5.2
279,구미,1982-02,19.7
279,구미,1982-03,44.7
279,구미,1982-04,33.2
279,구미,1982-05,42
279,구미,1982-06,15.8
279,구미,1982-07,142.4
279,구미,1982-08,248.6
279,구미,1982-09,4.8
279,구미,1982-10,23.9
279,구미,1982-11,55.2
279,구미,1982-12,25.9
279,구미,1983-01,14
279,구미,1983-02,21.7
279,구미,1983-03,59
279,구미,1983-04,95.7
279,구미,1983-05,27
279,구미,1983-06,189.4
279,구미,1983-07,272
279,구미,1983-08,121.3
279,구미,1983-09,176.1
279,구미,1983-10,59.4
279,구미,1983-11,9
279,구미,1983-12,1.1
279,구미,1984-01,2.9
279,구미,1984-02,11.5
279,구미,1984-03,16.1
279,구미,1984-04,131.3
279,구미,1984-05,37.3
279,구미,1984-06,96.5
279,구미,1984-07,285.5
279,구미,1984-08,122.1
279,구미,1984-09,218.6
279,구미,1984-10,34.1
279,구미,1984-11,76.4
279,구미,1984-12,7.6
279,구미,1985-01,2.7
279,구미,1985-02,27.8
279,구미,1985-03,54
279,구미,1985-04,56
279,구미,1985-05,99.2
279,구미,1985-06,157.1
279,구미,1985-07,220.2
279,구미,1985-08,294
279,구미,1985-09,362.7
279,구미,1985-10,79.1
279,구미,1985-11,40.9
279,구미,1985-12,19.6
279,구미,1986-01,3.2
279,구미,1986-02,10.3
279,구미,1986-03,37.9
279,구미,1986-04,30.6
279,구미,1986-05,98.6
279,구미,1986-06,225.3
279,구미,1986-07,143.8
279,구미,1986-08,201.9
279,구미,1986-09,109.7
279,구미,1986-10,92.7
279,구미,1986-11,9.7
279,구미,1986-12,41.9
279,구미,1987-01,48.5
279,구미,1987-02,45.6
279,구미,1987-03,38.6
279,구미,1987-04,29.2
279,구미,1987-05,62.3
279,구미,1987-06,126.6
279,구미,1987-07,332.5
279,구미,1987-08,311.7
279,구미,1987-09,23.2
279,구미,1987-10,70.2
279,구미,1987-11,51.6
279,구미,1987-12,.5
279,구미,1988-01,11.5
279,구미,1988-02,3.2
279,구미,1988-03,33.7
279,구미,1988-04,42.4
279,구미,1988-05,50.6
279,구미,1988-06,59.3
279,구미,1988-07,344.1
279,구미,1988-08,73.6
279,구미,1988-09,31.4
279,구미,1988-10,.8
279,구미,1988-11,5.7
279,구미,1988-12,6.8
279,구미,1989-01,98.7
279,구미,1989-02,68.3
279,구미,1989-03,85.2
279,구미,1989-04,20
279,구미,1989-05,42.7
279,구미,1989-06,122.4
279,구미,1989-07,328.8
279,구미,1989-08,144
279,구미,1989-09,163
279,구미,1989-10,6.6
279,구미,1989-11,63.6
279,구미,1989-12,16.1
279,구미,1990-01,30.3
279,구미,1990-02,87
279,구미,1990-03,44.5
279,구미,1990-04,71.3
279,구미,1990-05,80.8
279,구미,1990-06,173.7
279,구미,1990-07,252.2
279,구미,1990-08,133.2
279,구미,1990-09,219.3
279,구미,1990-10,4.9
279,구미,1990-11,50.1
279,구미,1990-12,6.2
279,구미,1991-01,22.3
279,구미,1991-02,46.4
279,구미,1991-03,63.8
279,구미,1991-04,65.1
279,구미,1991-05,25.5
279,구미,1991-06,95.6
279,구미,1991-07,286.6
279,구미,1991-08,205.2
279,구미,1991-09,117.9
279,구미,1991-10,1
279,구미,1991-11,6.8
279,구미,1991-12,45.7
279,구미,1992-01,10.3
279,구미,1992-02,5.1
279,구미,1992-03,48.4
279,구미,1992-04,114.2
279,구미,1992-05,46.3
279,구미,1992-06,8
279,구미,1992-07,275.2
279,구미,1992-08,176.9
279,구미,1992-09,113.7
279,구미,1992-10,13.6
279,구미,1992-11,8.6
279,구미,1992-12,29.2
279,구미,1993-01,24.1
279,구미,1993-02,68
279,구미,1993-03,60.5
279,구미,1993-04,52.8
279,구미,1993-05,157
279,구미,1993-06,158.5
279,구미,1993-07,313
279,구미,1993-08,369.5
279,구미,1993-09,83
279,구미,1993-10,41.5
279,구미,1993-11,65
279,구미,1993-12,7.6
279,구미,1994-01,13.8
279,구미,1994-02,11.2
279,구미,1994-03,32
279,구미,1994-04,20
279,구미,1994-05,110.5
279,구미,1994-06,100
279,구미,1994-07,101.5
279,구미,1994-08,80.5
279,구미,1994-09,3
279,구미,1994-10,137
279,구미,1994-11,31.7
279,구미,1994-12,8.9
279,구미,1995-01,20.2
279,구미,1995-02,16.2
279,구미,1995-03,53
279,구미,1995-04,71.5
279,구미,1995-05,54.5
279,구미,1995-06,38
279,구미,1995-07,97.4
279,구미,1995-08,392.3
279,구미,1995-09,77
279,구미,1995-10,18.5
279,구미,1995-11,8.5
279,구미,1995-12,1.2
279,구미,1996-01,22.7
279,구미,1996-02,.5
279,구미,1996-03,116.3
279,구미,1996-04,46.5
279,구미,1996-05,51
279,구미,1996-06,365
279,구미,1996-07,98
279,구미,1996-08,117.5
279,구미,1996-09,30.3
279,구미,1996-10,27.5
279,구미,1996-11,53.4
279,구미,1996-12,19.2
279,구미,1997-01,8.2
279,구미,1997-02,12.5
279,구미,1997-03,17.5
279,구미,1997-04,58
279,구미,1997-05,109
279,구미,1997-06,128
279,구미,1997-07,314.5
279,구미,1997-08,171.5
279,구미,1997-09,26
279,구미,1997-10,1
279,구미,1997-11,132.5
279,구미,1997-12,44.6
279,구미,1998-01,32.3
279,구미,1998-02,36.8
279,구미,1998-03,19.5
279,구미,1998-04,165
279,구미,1998-05,91
279,구미,1998-06,214
279,구미,1998-07,165.5
279,구미,1998-08,425
279,구미,1998-09,320
279,구미,1998-10,56.5
279,구미,1998-11,7.3
279,구미,1998-12,.3
279,구미,1999-01,4.8
279,구미,1999-02,10.3
279,구미,1999-03,82.7
279,구미,1999-04,98.5
279,구미,1999-05,125.5
279,구미,1999-06,145
279,구미,1999-07,115
279,구미,1999-08,184.5
279,구미,1999-09,336
279,구미,1999-10,64.5
279,구미,1999-11,11.5
279,구미,1999-12,2.4
279,구미,2000-01,12.3
279,구미,2000-02,.5
279,구미,2000-03,29.5
279,구미,2000-04,46.5
279,구미,2000-05,32.5
279,구미,2000-06,111.5
279,구미,2000-07,247.8
279,구미,2000-08,260.5
279,구미,2000-09,282.5
279,구미,2000-10,22.5
279,구미,2000-11,51
279,구미,2000-12,6.1
279,구미,2001-01,41.3
279,구미,2001-02,59.5
279,구미,2001-03,2.5
279,구미,2001-04,13.5
279,구미,2001-05,40.5
279,구미,2001-06,223
279,구미,2001-07,75
279,구미,2001-08,48.5
279,구미,2001-09,113.5
279,구미,2001-10,102
279,구미,2001-11,6
279,구미,2001-12,19.2
279,구미,2002-01,57.2
279,구미,2002-02,2.4
279,구미,2002-03,42.5
279,구미,2002-04,138.5
279,구미,2002-05,121.5
279,구미,2002-06,42.5
279,구미,2002-07,161
279,구미,2002-08,604.5
279,구미,2002-09,88.5
279,구미,2002-10,31.5
279,구미,2002-11,2.5
279,구미,2002-12,34.5
279,구미,2003-01,20.3
279,구미,2003-02,51.5
279,구미,2003-03,46.5
279,구미,2003-04,161
279,구미,2003-05,209
279,구미,2003-06,155
279,구미,2003-07,521.5
279,구미,2003-08,325
279,구미,2003-09,199.5
279,구미,2003-10,12
279,구미,2003-11,37.5
279,구미,2003-12,11
279,구미,2004-01,1.1
279,구미,2004-02,19.5
279,구미,2004-03,12.3
279,구미,2004-04,85
279,구미,2004-05,58.5
279,구미,2004-06,244
279,구미,2004-07,236.5
279,구미,2004-08,408.5
279,구미,2004-09,162.5
279,구미,2004-10,4
279,구미,2004-11,35
279,구미,2004-12,20
279,구미,2005-01,7.1
279,구미,2005-02,25
279,구미,2005-03,61.5
279,구미,2005-04,38.5
279,구미,2005-05,52.5
279,구미,2005-06,103
279,구미,2005-07,229.5
279,구미,2005-08,380.5
279,구미,2005-09,90
279,구미,2005-10,5.5
279,구미,2005-11,14
279,구미,2005-12,4.1
279,구미,2006-01,21.5
279,구미,2006-02,30.2
279,구미,2006-03,6.6
279,구미,2006-04,86.5
279,구미,2006-05,113.5
279,구미,2006-06,70
279,구미,2006-07,651
279,구미,2006-08,114.5
279,구미,2006-09,66.5
279,구미,2006-10,37.5
279,구미,2006-11,42.5
279,구미,2006-12,14
279,구미,2007-01,1.2
279,구미,2007-02,43
279,구미,2007-03,92.5
279,구미,2007-04,44.5
279,구미,2007-05,75.5
279,구미,2007-06,140.5
279,구미,2007-07,211
279,구미,2007-08,336.5
279,구미,2007-09,521
279,구미,2007-10,25
279,구미,2007-11,1
279,구미,2007-12,32.1
279,구미,2008-01,43
279,구미,2008-02,1.6
279,구미,2008-03,30.7
279,구미,2008-04,53.8
279,구미,2008-05,76.6
279,구미,2008-06,161.4
279,구미,2008-07,105.5
279,구미,2008-08,203.1
279,구미,2008-09,37.9
279,구미,2008-10,30.8
279,구미,2008-11,13.7
279,구미,2008-12,2.1
279,구미,2009-01,5.3
279,구미,2009-02,23.5
279,구미,2009-03,27.4
279,구미,2009-04,31.5
279,구미,2009-05,111.4
279,구미,2009-06,84.8
279,구미,2009-07,253.6
279,구미,2009-08,62.1
279,구미,2009-09,62.7
279,구미,2009-10,13.5
279,구미,2009-11,32
279,구미,2009-12,33.5
279,구미,2010-01,8.8
279,구미,2010-02,60.6
279,구미,2010-03,76.3
279,구미,2010-04,55
279,구미,2010-05,89
279,구미,2010-06,12.3
279,구미,2010-07,173.3
279,구미,2010-08,418.3
279,구미,2010-09,188.6
279,구미,2010-10,28.2
279,구미,2010-11,11.4
279,구미,2010-12,31.7
279,구미,2011-01,1.8
279,구미,2011-02,55.6
279,구미,2011-03,14.2
279,구미,2011-04,74.7
279,구미,2011-05,114.4
279,구미,2011-06,133.4
279,구미,2011-07,317.5
279,구미,2011-08,262
279,구미,2011-09,44.2
279,구미,2011-10,78.5
279,구미,2011-11,95.1
279,구미,2011-12,12.9
279,구미,2012-01,14.9
279,구미,2012-02,3
279,구미,2012-03,76.6
279,구미,2012-04,84.5
279,구미,2012-05,55.6
279,구미,2012-06,82.9
279,구미,2012-07,245.5
279,구미,2012-08,285.9
279,구미,2012-09,336
279,구미,2012-10,37.1
279,구미,2012-11,47.3
279,구미,2012-12,40.3
279,구미,2013-01,25.4
279,구미,2013-02,28.3
279,구미,2013-03,35.5
279,구미,2013-04,87.1
279,구미,2013-05,91.2
279,구미,2013-06,69.7
279,구미,2013-07,174.8
279,구미,2013-08,170.8
279,구미,2013-09,119.4
279,구미,2013-10,47
279,구미,2013-11,38.5
279,구미,2013-12,7.5
279,구미,2014-01,1
279,구미,2014-02,8.2
279,구미,2014-03,85.5
279,구미,2014-04,107.9
279,구미,2014-05,19
279,구미,2014-06,108.8
279,구미,2014-07,174
279,구미,2014-08,427.5
279,구미,2014-09,111.1
279,구미,2014-10,112
279,구미,2014-11,60
279,구미,2014-12,7.8
279,구미,2015-01,22.3
279,구미,2015-02,25.4
279,구미,2015-03,50
279,구미,2015-04,81.8
279,구미,2015-05,25
279,구미,2015-06,66.5
279,구미,2015-07,154.4
279,구미,2015-08,102.9
279,구미,2015-09,75.3
279,구미,2015-10,49.2
279,구미,2015-11,88.3
279,구미,2015-12,37.9
279,구미,2016-01,16.6
279,구미,2016-02,23.7
279,구미,2016-03,50.5
279,구미,2016-04,163.7
279,구미,2016-05,59.4
279,구미,2016-06,29
279,구미,2016-07,325.4
279,구미,2016-08,114.7
279,구미,2016-09,238.5
279,구미,2016-10,155.1
279,구미,2016-11,12
279,구미,2016-12,19.4
279,구미,2017-01,4.7
279,구미,2017-02,30.8
279,구미,2017-03,25.1
279,구미,2017-04,56.2
279,구미,2017-05,14.8
279,구미,2017-06,55.4
279,구미,2017-07,123.4
279,구미,2017-08,228.2
279,구미,2017-09,81
279,구미,2017-10,54.7
279,구미,2017-11,1.2
279,구미,2017-12,13.1
279,구미,2018-01,19
279,구미,2018-02,32.3
279,구미,2018-03,131.4
279,구미,2018-04,120.8
279,구미,2018-05,109.1
279,구미,2018-06,150.4
279,구미,2018-07,262.8
279,구미,2018-08,258.2
279,구미,2018-09,129.5
279,구미,2018-10,158.5
279,구미,2018-11,15.2
279,구미,2018-12,22.9
279,구미,2019-01,6
279,구미,2019-02,23.3
279,구미,2019-03,21.4
279,구미,2019-04,109.6
279,구미,2019-05,53.3
279,구미,2019-06,113.2
279,구미,2019-07,174.1
279,구미,2019-08,146.9
279,구미,2019-09,219.4
279,구미,2019-10,227.5
279,구미,2019-11,20.4
279,구미,2019-12,18.1
279,구미,2020-01,61
279,구미,2020-02,56.5
279,구미,2020-03,19.9
279,구미,2020-04,36.4
279,구미,2020-05,67.4
279,구미,2020-06,198.1
279,구미,2020-07,434
279,구미,2020-08,401
279,구미,2020-09,152.5
279,구미,2020-10,6
279,구미,2020-11,34.2
279,구미,2020-12,2.5
279,구미,2021-01,9.8
279,구미,2021-02,14.7
279,구미,2021-03,89.7
279,구미,2021-04,46.9
279,구미,2021-05,121.3
279,구미,2021-06,44.2
279,구미,2021-07,259.7
279,구미,2021-08,290
279,구미,2021-09,115.9
279,구미,2021-10,50
279,구미,2021-11,55.7
279,구미,2021-12,.1
279,구미,2022-01,.9
279,구미,2022-02,.3
279,구미,2022-03,42.2
279,구미,2022-04,42.3
279,구미,2022-05,8.2
279,구미,2022-06,122.9
279,구미,2022-07,113.3
279,구미,2022-08,229.2
279,구미,2022-09,141.4
279,구미,2022-10,32
279,구미,2022-11,55
279,구미,2022-12,5.2
279,구미,2023-01,21.5
279,구미,2023-02,10
279,구미,2023-03,27.5
279,구미,2023-04,44.9
281,영천,1973-01,71.6
281,영천,1973-02,19.4
281,영천,1973-03,4.8
281,영천,1973-04,145.6
281,영천,1973-05,101.7
281,영천,1973-06,67.3
281,영천,1973-07,107.1
281,영천,1973-08,88.5
281,영천,1973-09,139.6
281,영천,1973-10,113.1
281,영천,1973-11,15.4
281,영천,1973-12,4.2
281,영천,1974-01,28.8
281,영천,1974-02,23.7
281,영천,1974-03,34.2
281,영천,1974-04,139.1
281,영천,1974-05,133.4
281,영천,1974-06,136.2
281,영천,1974-07,386.9
281,영천,1974-08,119.3
281,영천,1974-09,25.2
281,영천,1974-10,86.2
281,영천,1974-11,11.6
281,영천,1974-12,37.6
281,영천,1975-01,27
281,영천,1975-02,12.7
281,영천,1975-03,45.4
281,영천,1975-04,91.8
281,영천,1975-05,104.1
281,영천,1975-06,136.4
281,영천,1975-07,347.9
281,영천,1975-08,46.9
281,영천,1975-09,160.8
281,영천,1975-10,60.9
281,영천,1975-11,78.2
281,영천,1975-12,31.8
281,영천,1976-01,.1
281,영천,1976-02,80
281,영천,1976-03,61.5
281,영천,1976-04,84.8
281,영천,1976-05,40.5
281,영천,1976-06,129.2
281,영천,1976-07,44.5
281,영천,1976-08,210.2
281,영천,1976-09,29.8
281,영천,1976-10,47.5
281,영천,1976-11,21.8
281,영천,1976-12,21.6
281,영천,1977-01,2.3
281,영천,1977-02,0
281,영천,1977-03,54.9
281,영천,1977-04,157.1
281,영천,1977-05,53.9
281,영천,1977-06,71.8
281,영천,1977-07,34.4
281,영천,1977-08,129.6
281,영천,1977-09,147.4
281,영천,1977-10,19
281,영천,1977-11,93.6
281,영천,1977-12,20.2
281,영천,1978-01,20.6
281,영천,1978-02,40.5
281,영천,1978-03,28.7
281,영천,1978-04,42.8
281,영천,1978-05,9.9
281,영천,1978-06,408.9
281,영천,1978-07,168.6
281,영천,1978-08,143.6
281,영천,1978-09,48.7
281,영천,1978-10,77.9
281,영천,1978-11,41
281,영천,1978-12,19.3
281,영천,1979-01,21.2
281,영천,1979-02,50.2
281,영천,1979-03,41.3
281,영천,1979-04,83
281,영천,1979-05,113.8
281,영천,1979-06,132.5
281,영천,1979-07,127.8
281,영천,1979-08,181.8
281,영천,1979-09,165.3
281,영천,1979-10,3
281,영천,1979-11,5.3
281,영천,1979-12,23.9
281,영천,1980-01,26.2
281,영천,1980-02,4.1
281,영천,1980-03,46.3
281,영천,1980-04,166.8
281,영천,1980-05,99.4
281,영천,1980-06,90.8
281,영천,1980-07,340.1
281,영천,1980-08,217.1
281,영천,1980-09,218
281,영천,1980-10,85.1
281,영천,1980-11,42.8
281,영천,1980-12,13
281,영천,1981-01,20.3
281,영천,1981-02,33.7
281,영천,1981-03,11.8
281,영천,1981-04,36.2
281,영천,1981-05,25.5
281,영천,1981-06,145.3
281,영천,1981-07,80.1
281,영천,1981-08,306.9
281,영천,1981-09,216.7
281,영천,1981-10,24.9
281,영천,1981-11,26.1
281,영천,1981-12,6.1
281,영천,1982-01,13.3
281,영천,1982-02,16.2
281,영천,1982-03,46
281,영천,1982-04,51.8
281,영천,1982-05,37.5
281,영천,1982-06,17.4
281,영천,1982-07,107.5
281,영천,1982-08,288.1
281,영천,1982-09,22.4
281,영천,1982-10,15.1
281,영천,1982-11,70
281,영천,1982-12,10.1
281,영천,1983-01,16.9
281,영천,1983-02,19.9
281,영천,1983-03,75.2
281,영천,1983-04,84.7
281,영천,1983-05,40.9
281,영천,1983-06,140
281,영천,1983-07,191.9
281,영천,1983-08,108.5
281,영천,1983-09,170.5
281,영천,1983-10,41.5
281,영천,1983-11,1.1
281,영천,1983-12,.8
281,영천,1984-01,0
281,영천,1984-02,7.5
281,영천,1984-03,13.7
281,영천,1984-04,108.5
281,영천,1984-05,103.7
281,영천,1984-06,124.5
281,영천,1984-07,228
281,영천,1984-08,172
281,영천,1984-09,208.8
281,영천,1984-10,13.7
281,영천,1984-11,58.7
281,영천,1984-12,2.2
281,영천,1985-01,0
281,영천,1985-02,25.8
281,영천,1985-03,64.7
281,영천,1985-04,63
281,영천,1985-05,111
281,영천,1985-06,122.2
281,영천,1985-07,204.5
281,영천,1985-08,200
281,영천,1985-09,262.5
281,영천,1985-10,111.5
281,영천,1985-11,33.5
281,영천,1985-12,5
281,영천,1986-01,.9
281,영천,1986-02,7.5
281,영천,1986-03,50
281,영천,1986-04,29.5
281,영천,1986-05,84
281,영천,1986-06,237.5
281,영천,1986-07,159
281,영천,1986-08,161.7
281,영천,1986-09,95.5
281,영천,1986-10,68
281,영천,1986-11,11
281,영천,1986-12,37.9
281,영천,1987-01,39.7
281,영천,1987-02,43.3
281,영천,1987-03,52.9
281,영천,1987-04,32.5
281,영천,1987-05,57.5
281,영천,1987-06,145
281,영천,1987-07,233.5
281,영천,1987-08,252.5
281,영천,1987-09,5
281,영천,1987-10,43
281,영천,1987-11,43
281,영천,1987-12,.4
281,영천,1988-01,12.5
281,영천,1988-02,3.5
281,영천,1988-03,36.7
281,영천,1988-04,44.7
281,영천,1988-05,52.5
281,영천,1988-06,68.5
281,영천,1988-07,256.6
281,영천,1988-08,176.1
281,영천,1988-09,61.5
281,영천,1988-10,3.3
281,영천,1988-11,1.6
281,영천,1988-12,3.6
281,영천,1989-01,104.7
281,영천,1989-02,88.2
281,영천,1989-03,130.6
281,영천,1989-04,30
281,영천,1989-05,53.7
281,영천,1989-06,107.9
281,영천,1989-07,286.6
281,영천,1989-08,153.7
281,영천,1989-09,156.5
281,영천,1989-10,7.8
281,영천,1989-11,85.5
281,영천,1989-12,32.6
281,영천,1990-01,17.6
281,영천,1990-02,70.5
281,영천,1990-03,27.1
281,영천,1990-04,56.7
281,영천,1990-05,78.8
281,영천,1990-06,166.7
281,영천,1990-07,175.3
281,영천,1990-08,136.1
281,영천,1990-09,188.3
281,영천,1990-10,7.3
281,영천,1990-11,45.1
281,영천,1990-12,2.5
281,영천,1991-01,30.4
281,영천,1991-02,36
281,영천,1991-03,69.9
281,영천,1991-04,104.7
281,영천,1991-05,39.7
281,영천,1991-06,98.4
281,영천,1991-07,441.7
281,영천,1991-08,312.2
281,영천,1991-09,142
281,영천,1991-10,.1
281,영천,1991-11,10.3
281,영천,1991-12,53.4
281,영천,1992-01,15.3
281,영천,1992-02,17
281,영천,1992-03,58.1
281,영천,1992-04,120.8
281,영천,1992-05,71.7
281,영천,1992-06,15.5
281,영천,1992-07,157.1
281,영천,1992-08,219.2
281,영천,1992-09,141.7
281,영천,1992-10,26.6
281,영천,1992-11,16.5
281,영천,1992-12,31
281,영천,1993-01,37.4
281,영천,1993-02,63.5
281,영천,1993-03,65.6
281,영천,1993-04,24.7
281,영천,1993-05,156.5
281,영천,1993-06,167.5
281,영천,1993-07,283.3
281,영천,1993-08,386.7
281,영천,1993-09,56.8
281,영천,1993-10,36
281,영천,1993-11,53.9
281,영천,1993-12,5.1
281,영천,1994-01,29.2
281,영천,1994-02,11.6
281,영천,1994-03,21.1
281,영천,1994-04,33.7
281,영천,1994-05,115.5
281,영천,1994-06,87
281,영천,1994-07,55.7
281,영천,1994-08,73.7
281,영천,1994-09,48.5
281,영천,1994-10,57
281,영천,1994-11,20.5
281,영천,1994-12,7.5
281,영천,1995-01,20.1
281,영천,1995-02,9
281,영천,1995-03,38
281,영천,1995-04,71.5
281,영천,1995-05,76
281,영천,1995-06,65.5
281,영천,1995-07,124.7
281,영천,1995-08,321
281,영천,1995-09,41.5
281,영천,1995-10,42
281,영천,1995-11,3.5
281,영천,1995-12,.4
281,영천,1996-01,24.5
281,영천,1996-02,1.8
281,영천,1996-03,141.5
281,영천,1996-04,58.5
281,영천,1996-05,50
281,영천,1996-06,383.5
281,영천,1996-07,90.5
281,영천,1996-08,106.5
281,영천,1996-09,32
281,영천,1996-10,32.5
281,영천,1996-11,49.2
281,영천,1996-12,23.7
281,영천,1997-01,12.9
281,영천,1997-02,13.1
281,영천,1997-03,21.5
281,영천,1997-04,57.5
281,영천,1997-05,103.5
281,영천,1997-06,183
281,영천,1997-07,385
281,영천,1997-08,232.5
281,영천,1997-09,55.5
281,영천,1997-10,.5
281,영천,1997-11,135
281,영천,1997-12,38.3
281,영천,1998-01,51.5
281,영천,1998-02,27.2
281,영천,1998-03,32
281,영천,1998-04,110
281,영천,1998-05,98.5
281,영천,1998-06,202.5
281,영천,1998-07,202
281,영천,1998-08,418.5
281,영천,1998-09,173.5
281,영천,1998-10,50
281,영천,1998-11,16.8
281,영천,1998-12,0
281,영천,1999-01,7.2
281,영천,1999-02,18.5
281,영천,1999-03,61.5
281,영천,1999-04,59.5
281,영천,1999-05,141
281,영천,1999-06,183.5
281,영천,1999-07,165
281,영천,1999-08,334.5
281,영천,1999-09,373.5
281,영천,1999-10,57
281,영천,1999-11,17
281,영천,1999-12,0
281,영천,2000-01,7.5
281,영천,2000-02,0
281,영천,2000-03,34
281,영천,2000-04,38.5
281,영천,2000-05,44.5
281,영천,2000-06,99
281,영천,2000-07,213
281,영천,2000-08,212
281,영천,2000-09,217.5
281,영천,2000-10,28.5
281,영천,2000-11,61.5
281,영천,2000-12,0
281,영천,2001-01,34.5
281,영천,2001-02,63
281,영천,2001-03,3.5
281,영천,2001-04,22.5
281,영천,2001-05,49
281,영천,2001-06,288
281,영천,2001-07,136.5
281,영천,2001-08,68.5
281,영천,2001-09,159
281,영천,2001-10,86
281,영천,2001-11,3
281,영천,2001-12,15
281,영천,2002-01,63.5
281,영천,2002-02,1
281,영천,2002-03,56
281,영천,2002-04,67
281,영천,2002-05,110
281,영천,2002-06,22.5
281,영천,2002-07,176
281,영천,2002-08,551
281,영천,2002-09,55
281,영천,2002-10,45.5
281,영천,2002-11,2
281,영천,2002-12,28.5
281,영천,2003-01,23.5
281,영천,2003-02,38.5
281,영천,2003-03,37.5
281,영천,2003-04,144
281,영천,2003-05,209
281,영천,2003-06,181
281,영천,2003-07,498.5
281,영천,2003-08,265
281,영천,2003-09,255
281,영천,2003-10,13
281,영천,2003-11,46.5
281,영천,2003-12,12.5
281,영천,2004-01,0
281,영천,2004-02,31.6
281,영천,2004-03,14.3
281,영천,2004-04,97
281,영천,2004-05,74
281,영천,2004-06,229
281,영천,2004-07,159.5
281,영천,2004-08,260
281,영천,2004-09,167
281,영천,2004-10,1.5
281,영천,2004-11,61.5
281,영천,2004-12,21.5
281,영천,2005-01,15.7
281,영천,2005-02,11.5
281,영천,2005-03,71.2
281,영천,2005-04,49
281,영천,2005-05,51.5
281,영천,2005-06,122
281,영천,2005-07,150.5
281,영천,2005-08,173.5
281,영천,2005-09,99
281,영천,2005-10,7
281,영천,2005-11,19.5
281,영천,2005-12,2.4
281,영천,2006-01,22.5
281,영천,2006-02,31.1
281,영천,2006-03,14.4
